,Location,Site,X,fid,Name,x,y,Day_2022_2022,Month_2022_2022,Year_2022_2022,Start_time_2022_2022,Tidal_height_start_2022_2022,Finish_time_2022_2022,Tidal_height_finish_2022_2022,No.kelp_2022_2022,less_than_10._2022_2022,greater_then_10._2022_2022,Width_less_2m_2022_2022,Width_greater_2m_2022_2022,kelp_2022,Day_2023,Month_2023,Year_2023,Start_time_2023,Tidal_height_start_2023,Finish_time_2023,Tidal_height_finish_2023,Tidal Station_2023,No kelp_2023,less_than_10%_2023,greater_then_10%_2023,Width_less_2m_2023,Width_greater_2m_2023,kelp_2023,kelp_dynamic
13,Crease,11,11,11,11,-126.641326,50.6285245,12,9,2022,1899-12-31 07:39:00,1.34,1899-12-31 07:48:00,1.2,0,0,1,0,1,1,14,9,2023,-2209046100,0.92,1899-12-31 08:27:00,0.98,Cedar Island,0,2,0,2,0,2,persistence
14,Crease,110,110,110,110,-126.64327,50.6125175,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:01:00,1.07,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,0,2,2,0,2,gain
15,Crease,111,111,111,111,-126.643933864402,50.6123614113745,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:01:00,1.07,0,1,0,0,1,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,0,2,0,2,2,persistence
16,Crease,112,112,112,112,-126.644511,50.6120665,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:01:00,1.07,0,0,1,0,1,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,0,2,0,2,2,persistence
17,Crease,113,113,113,113,-126.645059,50.6117565,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:01:00,1.07,0,0,1,0,1,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,0,2,0,2,2,persistence
18,Crease,114,114,114,114,-126.645503,50.6113885,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:01:00,1.07,0,0,1,0,1,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,0,2,0,2,2,persistence
19,Crease,115,115,115,115,-126.646012,50.6110975,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:01:00,1.07,0,0,1,0,1,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,2,0,2,0,2,persistence
20,Crease,116,116,116,116,-126.6467095,50.611012,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:01:00,1.07,0,0,1,0,1,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,2,0,0,0,0,0,loss
21,Crease,117,117,117,117,-126.6474565,50.610996,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:01:00,1.07,0,0,1,1,0,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,2,0,0,0,0,0,loss
22,Crease,118,118,118,118,-126.6481935,50.6109905,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:01:00,1.07,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,0,2,2,0,2,gain
23,Crease,119,119,119,119,-126.6489415,50.6110055,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,2,0,0,0,0,0,absence
24,Crease,12,12,12,12,-126.64093226853,50.6287381435197,12,9,2022,1899-12-31 07:39:00,1.34,1899-12-31 07:48:00,1.2,0,0,1,0,1,1,14,9,2023,-2209046100,0.92,1899-12-31 08:27:00,0.98,Cedar Island,0,0,2,2,0,2,persistence
25,Crease,120,120,120,120,-126.649686,50.6110125,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,2,0,0,0,0,0,absence
26,Crease,121,121,121,121,-126.650405,50.6109895,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,2,0,0,0,0,0,absence
27,Crease,122,122,122,122,-126.651052156447,50.6108577935742,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,2,0,2,0,2,gain
28,Crease,123,123,123,123,-126.6517085,50.610725,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,2,0,2,0,2,gain
29,Crease,124,124,124,124,-126.6523965,50.6106395,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,2,0,0,0,0,0,absence
30,Crease,125,125,125,125,-126.653123,50.6105895,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,2,0,2,0,2,gain
31,Crease,126,126,126,126,-126.653855,50.6105325,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,2,0,0,0,0,0,absence
32,Crease,127,127,127,127,-126.6545565,50.6104595,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,0,2,2,0,2,gain
33,Crease,128,128,128,128,-126.6552635,50.610417,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,2,0,0,0,0,0,absence
34,Crease,129,129,129,129,-126.655903,50.6102865,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,2,0,0,0,0,0,absence
35,Crease,13,13,13,13,-126.640488,50.629018,12,9,2022,1899-12-31 07:39:00,1.34,1899-12-31 07:48:00,1.2,0,0,1,0,1,1,14,9,2023,-2209046100,0.92,1899-12-31 08:27:00,0.98,Cedar Island,0,0,2,2,0,2,persistence
36,Crease,130,130,130,130,-126.6564465,50.610046,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,2,0,0,0,0,0,absence
37,Crease,131,131,131,131,-126.6570665,50.6098815,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,2,0,0,0,0,0,absence
38,Crease,132,132,132,132,-126.6577935,50.6097895,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,2,0,2,0,2,gain
39,Crease,133,133,133,133,-126.6585365,50.6097205,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,2,0,0,0,0,0,absence
40,Crease,134,134,134,134,-126.6592645,50.6096305,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,0,2,2,0,2,gain
41,Crease,135,135,135,135,-126.6599365,50.609485,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,2,0,0,0,0,0,absence
42,Crease,136,136,136,136,-126.660596,50.609323,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,0,2,0,2,2,gain
43,Crease,137,137,137,137,-126.661289210658,50.6091966536929,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,2,0,0,0,0,0,loss
44,Crease,138,138,138,138,-126.6619605,50.609247,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,2,0,2,0,2,persistence
45,Crease,139,139,139,139,-126.6626355,50.609286,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,0,2,0,2,2,persistence
46,Crease,14,14,14,14,-126.639858,50.629238,12,9,2022,1899-12-31 07:39:00,1.34,1899-12-31 07:48:00,1.2,0,1,0,1,0,1,14,9,2023,-2209046100,0.92,1899-12-31 08:27:00,0.98,Cedar Island,0,2,0,2,0,2,persistence
47,Crease,140,140,140,140,-126.663280711107,50.6091154960751,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,2,0,0,0,0,0,loss
48,Crease,141,141,141,141,-126.6639115,50.6091585,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,2,0,0,2,2,gain
49,Crease,142,142,142,142,-126.664554,50.609314,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,2,0,0,0,0,0,absence
50,Crease,143,143,143,143,-126.6650895,50.609526,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,0,2,0,2,2,persistence
51,Crease,144,144,144,144,-126.665617372338,50.6096042900034,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,2,0,0,0,0,0,loss
52,Crease,145,145,145,145,-126.665871,50.609308,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,0,2,0,2,2,persistence
53,Crease,146,146,146,146,-126.666122,50.6089395,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,0,2,0,2,2,persistence
54,Crease,147,147,147,147,-126.666668,50.6086575,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,0,2,0,2,2,persistence
55,Crease,148,148,148,148,-126.6673215,50.608477,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,0,2,0,2,2,persistence
56,Crease,149,149,149,149,-126.66794,50.6085595,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,0,2,0,2,2,persistence
57,Crease,15,15,15,15,-126.6392015,50.629445,12,9,2022,1899-12-31 07:39:00,1.34,1899-12-31 07:48:00,1.2,1,0,0,0,0,0,14,9,2023,-2209046100,0.92,1899-12-31 08:27:00,0.98,Cedar Island,2,0,0,0,0,0,absence
58,Crease,150,150,150,150,-126.668393199879,50.6085820958048,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209044060,1.04,1899-12-31 08:49:00,1.1,Cedar Island,0,0,2,0,2,2,persistence
59,Crease,151,151,151,151,-126.668932,50.608466,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,0,2,0,2,2,persistence
60,Crease,152,152,152,152,-126.6696185,50.6085935,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,0,2,0,2,2,persistence
61,Crease,153,153,153,153,-126.670305067449,50.6086495516457,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,2,0,2,0,2,persistence
62,Crease,154,154,154,154,-126.670938,50.608457,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,1,0,0,1,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,2,0,2,0,2,persistence
63,Crease,155,155,155,155,-126.671291133961,50.6081920897432,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,2,0,0,0,0,0,absence
64,Crease,156,156,156,156,-126.671269363053,50.6079719269787,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,2,0,0,0,0,0,loss
65,Crease,157,157,157,157,-126.671806435127,50.6080312625141,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,1,0,0,1,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,2,0,0,0,0,0,loss
66,Crease,158,158,158,158,-126.6723625,50.608168,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,0,2,0,2,2,gain
67,Crease,159,159,159,159,-126.672462,50.60798,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,2,0,0,2,2,gain
68,Crease,16,16,16,16,-126.638557040958,50.6295169396953,12,9,2022,1899-12-31 07:39:00,1.34,1899-12-31 07:48:00,1.2,0,1,0,1,0,1,14,9,2023,-2209046100,0.92,1899-12-31 08:27:00,0.98,Cedar Island,2,0,0,0,0,0,loss
69,Crease,160,160,160,160,-126.6719895,50.607656,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0,0,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,0,2,0,2,2,gain
70,Crease,161,161,161,161,-126.671792,50.6072865,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,1,0,0,1,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,0,2,0,2,2,persistence
71,Crease,162,162,162,162,-126.6721845,50.606947,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,1,0,0,1,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,0,2,0,2,2,persistence
72,Crease,163,163,163,163,-126.672858534662,50.6067940604183,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,1,0,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,0,2,0,2,2,persistence
73,Crease,164,164,164,164,-126.673543,50.6067385,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,1,0,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,0,2,0,2,2,persistence
74,Crease,165,165,165,165,-126.673988972383,50.6068299004456,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,0,2,0,2,2,persistence
75,Crease,167,166,166,167,-126.6739815,50.607193,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,2,0,0,2,2,persistence
76,Crease,168,167,167,168,-126.6739815,50.607619,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,0,2,0,2,2,persistence
77,Crease,169,168,168,169,-126.674180263859,50.6078959995781,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,0,0,1,0,1,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,0,2,0,2,2,persistence
78,Crease,17,17,17,17,-126.638055624716,50.6296165279956,12,9,2022,1899-12-31 07:39:00,1.34,1899-12-31 07:48:00,1.2,1,0,0,0,0,0,14,9,2023,-2209046100,0.92,1899-12-31 08:27:00,0.98,Cedar Island,2,0,0,0,0,0,absence
79,Crease,170,169,169,170,-126.674792703279,50.6078651170994,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,0,0,1,0,1,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,0,2,0,2,2,persistence
80,Crease,171,170,170,171,-126.675397,50.6078655,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,0,0,1,0,1,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,2,0,0,0,0,0,loss
81,Crease,172,171,171,172,-126.675527,50.607592,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,0,0,1,0,1,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,0,2,0,2,2,persistence
82,Crease,173,172,172,173,-126.6756895,50.60728,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,0,0,1,0,1,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,0,2,0,2,2,persistence
83,Crease,174,173,173,174,-126.676323057449,50.6071092786131,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,0,1,0,0,1,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,0,2,2,0,2,persistence
84,Crease,175,174,174,175,-126.676953508108,50.6070524803853,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,1,0,0,0,0,0,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,2,0,0,0,0,0,absence
85,Crease,176,175,175,176,-126.677611,50.606882,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,0,0,1,1,0,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,2,0,0,0,0,0,loss
86,Crease,177,176,176,177,-126.6782455,50.606982,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,1,0,0,0,0,0,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,2,0,0,0,0,0,absence
87,Crease,178,177,177,178,-126.678691,50.6073065,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,1,0,0,0,0,0,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,2,0,0,0,0,0,absence
88,Crease,179,178,178,179,-126.678979263756,50.6077081831083,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,0,1,0,1,0,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,2,0,2,0,2,persistence
89,Crease,18,18,18,18,-126.6374625,50.6295685,12,9,2022,1899-12-31 07:39:00,1.34,1899-12-31 07:48:00,1.2,1,0,0,0,0,0,14,9,2023,-2209046100,0.92,1899-12-31 08:27:00,0.98,Cedar Island,2,0,0,0,0,0,absence
90,Crease,180,179,179,180,-126.678812989891,50.6080469491305,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,0,1,0,1,0,1,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,2,0,0,0,0,0,loss
91,Crease,181,180,180,181,-126.678275733967,50.607874328657,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,1,0,0,0,0,0,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,2,0,0,0,0,0,absence
92,Crease,182,181,181,182,-126.67781173477,50.607986990033,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,1,0,0,0,0,0,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,0,0,2,2,0,2,gain
93,Crease,183,182,182,183,-126.677954,50.6084235,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,1,0,0,0,0,0,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,2,0,0,0,0,0,absence
94,Crease,184,183,183,184,-126.678245,50.6088255,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,1,0,0,0,0,0,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,2,0,0,0,0,0,absence
95,Crease,185,184,184,185,-126.678756,50.609092,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,1,0,0,0,0,0,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,2,0,0,0,0,0,absence
96,Crease,186,185,185,186,-126.679336018425,50.6092601199592,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,1,0,0,0,0,0,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,2,0,0,0,0,0,absence
97,Crease,187,186,186,187,-126.67981,50.609546,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,1,0,0,0,0,0,14,9,2023,-2209043460,1.1,1899-12-31 09:14:00,1.3,Cedar Island,2,0,0,0,0,0,absence
