,Location,Site,fid,Name,x,y,Day,Month,Year,Start_time,Tidal_height_start,Finish_time,Tidal_height_finish,No kelp,less_than_10%,greater_then_10%,Width_less_2m,Width_greater_2m
122,Crease,122,122,122,-126.651052156447,50.6108577935742,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
123,Crease,123,123,123,-126.6517085,50.610725,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
124,Crease,124,124,124,-126.6523965,50.6106395,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
125,Crease,125,125,125,-126.653123,50.6105895,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
126,Crease,126,126,126,-126.653855,50.6105325,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
127,Crease,127,127,127,-126.6545565,50.6104595,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
128,Crease,128,128,128,-126.6552635,50.610417,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
129,Crease,129,129,129,-126.655903,50.6102865,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
130,Crease,130,130,130,-126.6564465,50.610046,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
131,Crease,131,131,131,-126.6570665,50.6098815,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
132,Crease,132,132,132,-126.6577935,50.6097895,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
133,Crease,133,133,133,-126.6585365,50.6097205,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
134,Crease,134,134,134,-126.6592645,50.6096305,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
135,Crease,135,135,135,-126.6599365,50.609485,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
136,Crease,136,136,136,-126.660596,50.609323,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
137,Crease,137,137,137,-126.661289210658,50.6091966536929,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
138,Crease,138,138,138,-126.6619605,50.609247,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
139,Crease,139,139,139,-126.6626355,50.609286,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
140,Crease,140,140,140,-126.663280711107,50.6091154960751,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
141,Crease,141,141,141,-126.6639115,50.6091585,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
142,Crease,142,142,142,-126.664554,50.609314,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
143,Crease,143,143,143,-126.6650895,50.609526,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
144,Crease,144,144,144,-126.665617372338,50.6096042900034,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
145,Crease,145,145,145,-126.665871,50.609308,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
146,Crease,146,146,146,-126.666122,50.6089395,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
147,Crease,147,147,147,-126.666668,50.6086575,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
148,Crease,148,148,148,-126.6673215,50.608477,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
149,Crease,149,149,149,-126.66794,50.6085595,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
150,Crease,150,150,150,-126.668393199879,50.6085820958048,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
151,Crease,151,151,151,-126.668932,50.608466,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
152,Crease,152,152,152,-126.6696185,50.6085935,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
153,Crease,153,153,153,-126.670305067449,50.6086495516457,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
154,Crease,154,154,154,-126.670938,50.608457,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,1,0,0,1
155,Crease,155,155,155,-126.671291133961,50.6081920897432,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
156,Crease,156,156,156,-126.671269363053,50.6079719269787,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
157,Crease,157,157,157,-126.671806435127,50.6080312625141,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,1,0,0,1
158,Crease,158,158,158,-126.6723625,50.608168,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
159,Crease,159,159,159,-126.672462,50.60798,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
160,Crease,160,160,160,-126.6719895,50.607656,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,1,0,0,0,0
161,Crease,161,161,161,-126.671792,50.6072865,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,1,0,0,1
162,Crease,162,162,162,-126.6721845,50.606947,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,1,0,0,1
163,Crease,163,163,163,-126.672858534662,50.6067940604183,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,1,0
164,Crease,164,164,164,-126.673543,50.6067385,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,1,0
165,Crease,165,165,165,-126.673988972383,50.6068299004456,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
166,Crease,167,166,167,-126.6739815,50.607193,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
167,Crease,168,167,168,-126.6739815,50.607619,12,9,2022,1899-12-31 08:01:00,1.07,1899-12-31 08:10:00,0.98,0,0,1,0,1
168,Crease,169,168,169,-126.674180263859,50.6078959995781,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,0,0,1,0,1
169,Crease,170,169,170,-126.674792703279,50.6078651170994,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,0,0,1,0,1
170,Crease,171,170,171,-126.675397,50.6078655,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,0,0,1,0,1
171,Crease,172,171,172,-126.675527,50.607592,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,0,0,1,0,1
172,Crease,173,172,173,-126.6756895,50.60728,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,0,0,1,0,1
173,Crease,174,173,174,-126.676323057449,50.6071092786131,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,0,1,0,0,1
174,Crease,175,174,175,-126.676953508108,50.6070524803853,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,1,0,0,0,0
175,Crease,176,175,176,-126.677611,50.606882,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,0,0,1,1,0
176,Crease,177,176,177,-126.6782455,50.606982,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,1,0,0,0,0
177,Crease,178,177,178,-126.678691,50.6073065,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,1,0,0,0,0
178,Crease,179,178,179,-126.678979263756,50.6077081831083,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,0,1,0,1,0
179,Crease,180,179,180,-126.678812989891,50.6080469491305,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,0,1,0,1,0
180,Crease,181,180,181,-126.678275733967,50.607874328657,12,9,2022,1899-12-31 08:10:00,0.98,1899-12-31 08:20:00,0.91,1,0,0,0,0
